PERIOD_NAME,PERIOD_YEAR,QUATER,PERIOD_NUM,MONTH_NAME,budegt_CHAPTER,JTRANSACTION_DATE,ACTUAL_FLAG,DR,CR,ANNUAL_BUDGET,ADJUSTMENT_BUDGET,REVISED_BUDGET,ACTUAL_AMOUNT,FUND_AVAILABLE,ENCUMBRANCE_AMOUNT,ENTITY_CODE,ENTITY_DESCRIPTION,DIRECTORATE,COST_CENTER_CODE,COST_CENTER_DESCRIPTION,BUDGET_GROUP_CODE,BUDGET_GROUP_DESCRIPTION,ACCOUNT_CODE,ACCOUNT_DESCRIPTION,ACTIVITY_CODE,ACTIVITY_DESCRIPTION,FUTURE1,FUTURE1_DESCRIPTION,FUTURE2,FUTURE2_DESCRIPTION,ACCOUNT_TYPE,LEDGER_NAME,ACCOUNTED_DR,ACCOUNTED_CR,ADDITION_BUDGET,TRANSFER_BUDGET,GL_CODE
Jul,2025,Q3,7,Jul,Manpower,2024-08-16,Y,20664.32,87410.91,112183.12,4543.83,116726.95,99763.61,6267.0,10696.34,E642,Entity E642,DVC-CEC,8450495,Cost Center 8450495,BG458,Budget Group BG458,A4384,Travel Expenses,ACT174,Activity ACT174,F1-43,Future 1 F1-43,F2-77,Future 2 F2-77,Expense,General Ledger,20664.32,87410.91,23776.19,5607.22,E642-BG458-8450495-A4384-F1-43-F2-77
May,2023,Q2,5,May,Manpower,2024-05-03,Y,8001.83,35946.46,443347.76,11630.19,454977.95,52552.62,271191.99,131233.34,E637,Entity E637,VC Office,8450180,Cost Center 8450180,BG714,Budget Group BG714,A5050,Consultancy Services,ACT425,Activity ACT425,F1-38,Future 1 F1-38,F2-75,Future 2 F2-75,Expense,Project Ledger,8001.83,35946.46,5655.0,24149.01,E637-BG714-8450180-A5050-F1-38-F2-75
Dec,2024,Q4,12,Dec,Manpower,2024-06-01,Y,55913.67,50278.34,157774.59,22103.31,179877.9,60098.04,57275.03,62504.83,E439,Entity E439,VC Office,8450161,Cost Center 8450161,BG806,Budget Group BG806,A3513,IT Equipment,ACT817,Activity ACT817,F1-40,Future 1 F1-40,F2-26,Future 2 F2-26,Expense,Project Ledger,55913.67,50278.34,22647.98,28655.25,E439-BG806-8450161-A3513-F1-40-F2-26
Jan,2024,Q1,1,Jan,Manpower,2024-06-01,N,57693.61,15484.14,242477.58,34850.65,277328.23,155335.97,74846.81999999998,47145.44,E700,Entity E700,DVC-Support Services,8450263,Cost Center 8450263,BG778,Budget Group BG778,A7611,Training and Development,ACT260,Activity ACT260,F1-23,Future 1 F1-23,F2-65,Future 2 F2-65,Revenue,General Ledger,57693.61,15484.14,2336.37,21204.11,E700-BG778-8450263-A7611-F1-23-F2-65
Dec,2025,Q4,12,Dec,Capital,2024-10-01,Y,91259.93,87379.47,300728.15,21882.32,322610.47000000003,109588.4,59855.06,153167.01,E829,Entity E829,VC Office,8450186,Cost Center 8450186,BG510,Budget Group BG510,A9002,Capital Expenditure,ACT850,Activity ACT850,F1-72,Future 1 F1-72,F2-57,Future 2 F2-57,Expense,Project Ledger,91259.93,87379.47,873.71,23073.23,E829-BG510-8450186-A9002-F1-72-F2-57
Jan,2023,Q1,1,Jan,Operational,2024-12-06,Y,94446.37,21227.75,308053.94,23736.06,331790.0,85732.1,44636.57000000001,201421.33,E455,Entity E455,DVC-Academic,8450325,Cost Center 8450325,BG654,Budget Group BG654,A3934,IT Equipment,ACT122,Activity ACT122,F1-36,Future 1 F1-36,F2-67,Future 2 F2-67,Expense,General Ledger,94446.37,21227.75,1712.84,20184.78,E455-BG654-8450325-A3934-F1-36-F2-67
Jun,2023,Q2,6,Jun,Capital,2024-03-28,Y,37127.09,50169.92,390187.27,5661.56,395848.83,160859.67,121002.27999999997,113986.88,E205,Entity E205,,8450302,Cost Center 8450302,BG415,Budget Group BG415,A9493,Capital Expenditure,ACT647,Activity ACT647,F1-67,Future 1 F1-67,F2-85,Future 2 F2-85,Revenue,General Ledger,37127.09,50169.92,10369.71,22298.83,E205-BG415-8450302-A9493-F1-67-F2-85
Nov,2025,Q4,11,Nov,Manpower,2024-10-15,Y,52467.23,63937.48,235199.51,45343.33,280542.84,164782.41,105874.20000000001,9886.23,E799,Entity E799,DVC-CEC,8450495,Cost Center 8450495,BG329,Budget Group BG329,A1270,Salary and Wages,ACT870,Activity ACT870,F1-52,Future 1 F1-52,F2-40,Future 2 F2-40,Revenue,General Ledger,52467.23,63937.48,2714.89,14925.88,E799-BG329-8450495-A1270-F1-52-F2-40
Apr,2024,Q2,4,Apr,Manpower,2024-10-29,Y,85898.05,8877.33,445997.99,16031.0,462028.99,82394.33,288761.57,90873.09,E142,Entity E142,DVC-Support Services,8450263,Cost Center 8450263,BG938,Budget Group BG938,A3653,IT Equipment,ACT909,Activity ACT909,F1-14,Future 1 F1-14,F2-20,Future 2 F2-20,Expense,Project Ledger,85898.05,8877.33,10770.02,24250.73,E142-BG938-8450263-A3653-F1-14-F2-20
Apr,2023,Q2,4,Apr,Operational,2024-05-28,N,7284.53,93263.97,257820.45,39634.63,297455.08,83032.84,75827.18000000002,138595.06,E391,Entity E391,DVC-Academic,8450312,Cost Center 8450312,BG123,Budget Group BG123,A4003,Travel Expenses,ACT962,Activity ACT962,F1-64,Future 1 F1-64,F2-86,Future 2 F2-86,Revenue,Project Ledger,7284.53,93263.97,15694.74,26234.25,E391-BG123-8450312-A4003-F1-64-F2-86
Jun,2024,Q2,6,Jun,Capital,2024-11-16,Y,75234.57,1764.52,306802.51,26478.63,333281.14,133606.46,140292.76,59381.92,E384,Entity E384,DVC-CEC,8450496,Cost Center 8450496,BG237,Budget Group BG237,A4258,Travel Expenses,ACT815,Activity ACT815,F1-56,Future 1 F1-56,F2-51,Future 2 F2-51,Revenue,Project Ledger,75234.57,1764.52,16856.31,22226.5,E384-BG237-8450496-A4258-F1-56-F2-51
Jan,2023,Q1,1,Jan,Operational,2024-05-01,N,29470.14,57121.29,398159.1,18947.8,417106.89999999997,126286.46,157233.22999999998,133587.21,E660,Entity E660,DVC-Support Services,8450238,Cost Center 8450238,BG684,Budget Group BG684,A6684,Maintenance Costs,ACT455,Activity ACT455,F1-49,Future 1 F1-49,F2-54,Future 2 F2-54,Revenue,General Ledger,29470.14,57121.29,6962.36,21267.0,E660-BG684-8450238-A6684-F1-49-F2-54
Nov,2025,Q4,11,Nov,Capital,2024-07-19,N,8933.99,43778.15,192293.84,14559.82,206853.66,159746.37,43549.41,3557.88,E310,Entity E310,DVC-Support Services,8450274,Cost Center 8450274,BG224,Budget Group BG224,A5287,Consultancy Services,ACT829,Activity ACT829,F1-95,Future 1 F1-95,F2-71,Future 2 F2-71,Revenue,General Ledger,8933.99,43778.15,16490.54,25732.92,E310-BG224-8450274-A5287-F1-95-F2-71
Apr,2024,Q2,4,Apr,Manpower,2024-12-28,Y,41663.6,15500.87,365780.26,35439.96,401220.22000000003,71368.97,36767.42999999999,293083.82,E955,Entity E955,,8450303,Cost Center 8450303,BG275,Budget Group BG275,A3592,IT Equipment,ACT669,Activity ACT669,F1-92,Future 1 F1-92,F2-82,Future 2 F2-82,Revenue,General Ledger,41663.6,15500.87,25855.31,14313.29,E955-BG275-8450303-A3592-F1-92-F2-82
Oct,2023,Q4,10,Oct,Operational,2024-07-06,Y,99283.21,40789.42,214961.01,27893.96,242854.97,73902.61,154345.16,14607.2,E335,Entity E335,DVC-Academic,8450390,Cost Center 8450390,BG716,Budget Group BG716,A4262,Travel Expenses,ACT108,Activity ACT108,F1-69,Future 1 F1-69,F2-58,Future 2 F2-58,Expense,General Ledger,99283.21,40789.42,18054.79,1935.02,E335-BG716-8450390-A4262-F1-69-F2-58
Sep,2024,Q3,9,Sep,Manpower,2024-12-14,N,97508.72,23228.97,452519.02,16412.75,468931.77,52914.52,54071.869999999995,361945.38,E545,Entity E545,DVC-Academic,8450317,Cost Center 8450317,BG569,Budget Group BG569,A1818,Salary and Wages,ACT203,Activity ACT203,F1-51,Future 1 F1-51,F2-38,Future 2 F2-38,Expense,Project Ledger,97508.72,23228.97,17644.31,4148.5,E545-BG569-8450317-A1818-F1-51-F2-38
Jul,2023,Q3,7,Jul,Manpower,2024-03-05,Y,31593.58,72924.02,449898.83,46935.97,496834.80000000005,399998.41,14469.270000000077,82367.12,E453,Entity E453,DVC-Academic,8450340,Cost Center 8450340,BG416,Budget Group BG416,A9974,Capital Expenditure,ACT852,Activity ACT852,F1-37,Future 1 F1-37,F2-32,Future 2 F2-32,Revenue,General Ledger,31593.58,72924.02,2941.34,15804.51,E453-BG416-8450340-A9974-F1-37-F2-32
Nov,2024,Q4,11,Nov,Operational,2024-04-08,Y,43325.09,79969.19,395789.86,21315.91,417105.76999999996,139189.95,189964.13999999996,87951.68,E808,Entity E808,,8450307,Cost Center 8450307,BG641,Budget Group BG641,A2936,Office Supplies,ACT119,Activity ACT119,F1-57,Future 1 F1-57,F2-82,Future 2 F2-82,Revenue,General Ledger,43325.09,79969.19,1641.43,16064.12,E808-BG641-8450307-A2936-F1-57-F2-82
Sep,2025,Q3,9,Sep,Manpower,2024-09-21,N,48222.52,52032.36,490097.81,48288.52,538386.33,115897.91,79806.13,342682.29,E805,Entity E805,VC Office,8450141,Cost Center 8450141,BG205,Budget Group BG205,A1583,Salary and Wages,ACT531,Activity ACT531,F1-59,Future 1 F1-59,F2-22,Future 2 F2-22,Expense,General Ledger,48222.52,52032.36,9695.83,28054.76,E805-BG205-8450141-A1583-F1-59-F2-22
Feb,2025,Q1,2,Feb,Capital,2024-06-14,Y,67044.67,28883.94,334241.67,29567.59,363809.26,261651.51,26025.559999999998,76132.19,E300,Entity E300,DVC-CEC,8450475,Cost Center 8450475,BG214,Budget Group BG214,A7902,Training and Development,ACT167,Activity ACT167,F1-70,Future 1 F1-70,F2-70,Future 2 F2-70,Revenue,Project Ledger,67044.67,28883.94,25652.35,12957.56,E300-BG214-8450475-A7902-F1-70-F2-70
Jan,2025,Q1,1,Jan,Operational,2024-06-27,Y,10724.68,50816.88,394191.36,49603.74,443795.1,279212.28,103638.93999999994,60943.88,E667,Entity E667,DVC-Academic,8450387,Cost Center 8450387,BG444,Budget Group BG444,A7302,Training and Development,ACT637,Activity ACT637,F1-51,Future 1 F1-51,F2-50,Future 2 F2-50,Revenue,General Ledger,10724.68,50816.88,21454.1,9448.56,E667-BG444-8450387-A7302-F1-51-F2-50
Sep,2023,Q3,9,Sep,Capital,2024-06-17,Y,73283.83,33630.81,231441.74,14245.66,245687.4,117508.27,105025.28,23153.85,E779,Entity E779,DVC-CEC,8450487,Cost Center 8450487,BG255,Budget Group BG255,A7564,Training and Development,ACT204,Activity ACT204,F1-74,Future 1 F1-74,F2-83,Future 2 F2-83,Expense,Project Ledger,73283.83,33630.81,13964.61,28295.88,E779-BG255-8450487-A7564-F1-74-F2-83
Jun,2023,Q2,6,Jun,Capital,2024-06-11,N,65935.74,51068.3,290819.29,41744.97,332564.26,251380.79,41939.20000000001,39244.27,E130,Entity E130,DVC-CEC,8450423,Cost Center 8450423,BG203,Budget Group BG203,A8849,Utilities,ACT285,Activity ACT285,F1-91,Future 1 F1-91,F2-39,Future 2 F2-39,Expense,General Ledger,65935.74,51068.3,20417.01,25765.25,E130-BG203-8450423-A8849-F1-91-F2-39
Mar,2025,Q1,3,Mar,Capital,2024-08-23,Y,35626.14,27408.32,420465.63,18858.94,439324.57,396857.7,39507.32000000001,2959.55,E238,Entity E238,DVC-Academic,8450385,Cost Center 8450385,BG390,Budget Group BG390,A4758,Travel Expenses,ACT209,Activity ACT209,F1-84,Future 1 F1-84,F2-61,Future 2 F2-61,Revenue,Project Ledger,35626.14,27408.32,27325.03,18460.44,E238-BG390-8450385-A4758-F1-84-F2-61
Dec,2025,Q4,12,Dec,Manpower,2024-07-31,N,56588.86,61555.26,115823.0,20151.94,135974.94,88268.67,14403.930000000008,33302.34,E867,Entity E867,DVC-Support Services,8450211,Cost Center 8450211,BG205,Budget Group BG205,A7694,Training and Development,ACT575,Activity ACT575,F1-67,Future 1 F1-67,F2-28,Future 2 F2-28,Revenue,General Ledger,56588.86,61555.26,13370.75,1480.49,E867-BG205-8450211-A7694-F1-67-F2-28
Feb,2024,Q1,2,Feb,Manpower,2024-07-23,N,59298.27,53768.35,101884.97,3619.47,105504.44,30635.14,8816.979999999996,66052.32,E545,Entity E545,DVC-Support Services,8450250,Cost Center 8450250,BG862,Budget Group BG862,A4374,Travel Expenses,ACT723,Activity ACT723,F1-25,Future 1 F1-25,F2-75,Future 2 F2-75,Expense,Project Ledger,59298.27,53768.35,27250.96,2793.21,E545-BG862-8450250-A4374-F1-25-F2-75
Dec,2024,Q4,12,Dec,Operational,2024-02-28,Y,29281.29,37509.94,303576.71,15952.2,319528.91000000003,309613.24,663.5800000000163,9252.09,E949,Entity E949,DVC-Academic,8450364,Cost Center 8450364,BG703,Budget Group BG703,A5701,Consultancy Services,ACT836,Activity ACT836,F1-54,Future 1 F1-54,F2-71,Future 2 F2-71,Expense,General Ledger,29281.29,37509.94,3371.58,2268.91,E949-BG703-8450364-A5701-F1-54-F2-71
Aug,2023,Q3,8,Aug,Manpower,2024-09-02,N,43604.7,74867.22,431169.98,38562.15,469732.13,18231.69,363851.21,87649.23,E119,Entity E119,VC Office,8450142,Cost Center 8450142,BG939,Budget Group BG939,A6985,Maintenance Costs,ACT924,Activity ACT924,F1-96,Future 1 F1-96,F2-14,Future 2 F2-14,Expense,General Ledger,43604.7,74867.22,14121.18,4721.15,E119-BG939-8450142-A6985-F1-96-F2-14
Apr,2023,Q2,4,Apr,Manpower,2024-09-27,Y,23994.89,8337.91,471403.1,28986.86,500389.95999999996,333778.55,14732.299999999988,151879.11,E148,Entity E148,DVC-Support Services,8450220,Cost Center 8450220,BG420,Budget Group BG420,A1730,Salary and Wages,ACT668,Activity ACT668,F1-36,Future 1 F1-36,F2-84,Future 2 F2-84,Expense,General Ledger,23994.89,8337.91,23003.05,10519.28,E148-BG420-8450220-A1730-F1-36-F2-84
Mar,2025,Q1,3,Mar,Manpower,2024-12-22,Y,24124.43,20823.18,200193.18,40295.29,240488.47,67258.34,140052.87,33177.26,E378,Entity E378,DVC-Academic,8450360,Cost Center 8450360,BG568,Budget Group BG568,A7152,Training and Development,ACT112,Activity ACT112,F1-37,Future 1 F1-37,F2-36,Future 2 F2-36,Expense,Project Ledger,24124.43,20823.18,22429.55,16520.72,E378-BG568-8450360-A7152-F1-37-F2-36
Feb,2025,Q1,2,Feb,Manpower,2024-02-20,Y,70045.49,40181.35,130520.98,36635.01,167155.99,103115.98,63853.53999999999,186.47,E854,Entity E854,DVC-Support Services,8450237,Cost Center 8450237,BG716,Budget Group BG716,A8689,Utilities,ACT455,Activity ACT455,F1-29,Future 1 F1-29,F2-84,Future 2 F2-84,Revenue,Project Ledger,70045.49,40181.35,7949.01,13458.98,E854-BG716-8450237-A8689-F1-29-F2-84
Apr,2023,Q2,4,Apr,Manpower,2024-09-24,Y,39480.73,64604.69,160244.38,46632.41,206876.79,79245.98,34521.399999999994,93109.41,E788,Entity E788,VC Office,8450123,Cost Center 8450123,BG356,Budget Group BG356,A2232,Office Supplies,ACT380,Activity ACT380,F1-68,Future 1 F1-68,F2-81,Future 2 F2-81,Expense,General Ledger,39480.73,64604.69,9080.38,14032.46,E788-BG356-8450123-A2232-F1-68-F2-81
Jun,2024,Q2,6,Jun,Capital,2024-05-23,Y,45512.42,55591.2,261590.51,23005.86,284596.37,4318.52,200750.27,79527.58,E563,Entity E563,DVC-Academic,8450379,Cost Center 8450379,BG320,Budget Group BG320,A7766,Training and Development,ACT282,Activity ACT282,F1-24,Future 1 F1-24,F2-92,Future 2 F2-92,Revenue,Project Ledger,45512.42,55591.2,7268.8,27734.83,E563-BG320-8450379-A7766-F1-24-F2-92
Jan,2025,Q1,1,Jan,Capital,2024-03-08,N,7442.84,50369.18,173050.05,28698.76,201748.81,128595.62,32428.130000000005,40725.06,E948,Entity E948,DVC-Support Services,8450212,Cost Center 8450212,BG314,Budget Group BG314,A2695,Office Supplies,ACT983,Activity ACT983,F1-88,Future 1 F1-88,F2-22,Future 2 F2-22,Revenue,Project Ledger,7442.84,50369.18,19443.06,550.75,E948-BG314-8450212-A2695-F1-88-F2-22
Nov,2024,Q4,11,Nov,Operational,2024-01-15,N,8579.43,9093.54,469289.5,34463.97,503753.47,64028.38,282864.95999999996,156860.13,E930,Entity E930,DVC-Academic,8450338,Cost Center 8450338,BG865,Budget Group BG865,A4036,Travel Expenses,ACT309,Activity ACT309,F1-56,Future 1 F1-56,F2-47,Future 2 F2-47,Expense,General Ledger,8579.43,9093.54,29032.2,9646.25,E930-BG865-8450338-A4036-F1-56-F2-47
Dec,2025,Q4,12,Dec,Manpower,2024-11-25,N,26167.14,6699.11,111276.54,12237.25,123513.79,108875.65,8549.940000000002,6088.2,E257,Entity E257,VC Office,8450146,Cost Center 8450146,BG730,Budget Group BG730,A6873,Maintenance Costs,ACT398,Activity ACT398,F1-88,Future 1 F1-88,F2-94,Future 2 F2-94,Revenue,General Ledger,26167.14,6699.11,27242.51,24131.23,E257-BG730-8450146-A6873-F1-88-F2-94
Jul,2024,Q3,7,Jul,Capital,2024-04-01,Y,90746.32,12248.14,313614.45,43973.13,357587.58,146619.41,109282.58000000002,101685.59,E627,Entity E627,DVC-Academic,8450387,Cost Center 8450387,BG668,Budget Group BG668,A8741,Utilities,ACT974,Activity ACT974,F1-91,Future 1 F1-91,F2-80,Future 2 F2-80,Revenue,Project Ledger,90746.32,12248.14,16623.78,15814.42,E627-BG668-8450387-A8741-F1-91-F2-80
Jun,2024,Q2,6,Jun,Capital,2024-08-22,Y,19744.88,98411.89,394501.58,38712.56,433214.14,284276.41,78689.29000000004,70248.44,E450,Entity E450,DVC-Support Services,8450289,Cost Center 8450289,BG901,Budget Group BG901,A4960,Travel Expenses,ACT262,Activity ACT262,F1-24,Future 1 F1-24,F2-15,Future 2 F2-15,Revenue,General Ledger,19744.88,98411.89,2314.33,9185.88,E450-BG901-8450289-A4960-F1-24-F2-15
Jan,2025,Q1,1,Jan,Operational,2024-04-27,N,27034.86,82276.02,307329.57,23090.32,330419.89,103895.28,94920.93000000002,131603.68,E965,Entity E965,VC Office,8450135,Cost Center 8450135,BG309,Budget Group BG309,A1603,Salary and Wages,ACT736,Activity ACT736,F1-60,Future 1 F1-60,F2-82,Future 2 F2-82,Revenue,General Ledger,27034.86,82276.02,18725.76,3961.06,E965-BG309-8450135-A1603-F1-60-F2-82
Dec,2024,Q4,12,Dec,Capital,2024-12-09,Y,48301.41,88683.15,251339.03,37486.29,288825.32,27963.7,136676.7,124184.92,E255,Entity E255,DVC-Academic,8450347,Cost Center 8450347,BG475,Budget Group BG475,A6392,Maintenance Costs,ACT679,Activity ACT679,F1-53,Future 1 F1-53,F2-70,Future 2 F2-70,Expense,General Ledger,48301.41,88683.15,14564.93,14339.99,E255-BG475-8450347-A6392-F1-53-F2-70
Feb,2023,Q1,2,Feb,Operational,2024-03-29,Y,25476.76,91452.62,145221.19,37871.26,183092.45,138701.39,8444.48999999999,35946.57,E998,Entity E998,,8450305,Cost Center 8450305,BG908,Budget Group BG908,A8986,Utilities,ACT370,Activity ACT370,F1-17,Future 1 F1-17,F2-47,Future 2 F2-47,Revenue,General Ledger,25476.76,91452.62,11070.53,4065.51,E998-BG908-8450305-A8986-F1-17-F2-47
Jun,2024,Q2,6,Jun,Capital,2024-06-25,Y,29334.86,49069.43,275444.57,38015.58,313460.15,131757.74,10256.530000000028,171445.88,E581,Entity E581,VC Office,8450132,Cost Center 8450132,BG659,Budget Group BG659,A1295,Salary and Wages,ACT105,Activity ACT105,F1-47,Future 1 F1-47,F2-50,Future 2 F2-50,Revenue,General Ledger,29334.86,49069.43,16972.42,21441.07,E581-BG659-8450132-A1295-F1-47-F2-50
Nov,2025,Q4,11,Nov,Operational,2024-09-05,Y,24471.56,13156.53,220910.68,44754.26,265664.94,258240.53,1044.429999999993,6379.98,E871,Entity E871,DVC-Support Services,8450222,Cost Center 8450222,BG145,Budget Group BG145,A4081,Travel Expenses,ACT428,Activity ACT428,F1-68,Future 1 F1-68,F2-40,Future 2 F2-40,Revenue,Project Ledger,24471.56,13156.53,4284.72,20876.45,E871-BG145-8450222-A4081-F1-68-F2-40
Oct,2023,Q4,10,Oct,Capital,2024-01-02,N,77955.29,2244.92,339954.32,34770.53,374724.85,309319.75,61742.25999999995,3662.84,E266,Entity E266,DVC-Academic,8450316,Cost Center 8450316,BG381,Budget Group BG381,A2088,Office Supplies,ACT987,Activity ACT987,F1-13,Future 1 F1-13,F2-38,Future 2 F2-38,Expense,General Ledger,77955.29,2244.92,24996.29,27882.23,E266-BG381-8450316-A2088-F1-13-F2-38
Oct,2025,Q4,10,Oct,Capital,2024-03-02,Y,5050.75,4388.11,388149.29,22224.0,410373.29,105175.55,247083.96999999997,58113.77,E729,Entity E729,,8450307,Cost Center 8450307,BG304,Budget Group BG304,A9759,Capital Expenditure,ACT898,Activity ACT898,F1-95,Future 1 F1-95,F2-46,Future 2 F2-46,Expense,General Ledger,5050.75,4388.11,11587.09,14545.76,E729-BG304-8450307-A9759-F1-95-F2-46
Oct,2023,Q4,10,Oct,Operational,2024-10-18,N,64157.97,2343.3,272070.36,43750.43,315820.79,95206.13,199754.13999999996,20860.52,E356,Entity E356,VC Office,8450174,Cost Center 8450174,BG338,Budget Group BG338,A1037,Salary and Wages,ACT124,Activity ACT124,F1-35,Future 1 F1-35,F2-86,Future 2 F2-86,Expense,Project Ledger,64157.97,2343.3,18676.48,6234.72,E356-BG338-8450174-A1037-F1-35-F2-86
Sep,2023,Q3,9,Sep,Manpower,2024-02-17,N,94982.92,55482.58,236408.07,48093.24,284501.31,155737.84,120490.07,8273.4,E356,Entity E356,DVC-Support Services,8450269,Cost Center 8450269,BG589,Budget Group BG589,A7889,Training and Development,ACT742,Activity ACT742,F1-58,Future 1 F1-58,F2-28,Future 2 F2-28,Revenue,General Ledger,94982.92,55482.58,10923.63,19181.59,E356-BG589-8450269-A7889-F1-58-F2-28
Dec,2024,Q4,12,Dec,Operational,2024-03-01,Y,66996.99,7198.08,202672.24,35695.05,238367.28999999998,114420.71,74071.26999999996,49875.31,E392,Entity E392,VC Office,8450155,Cost Center 8450155,BG269,Budget Group BG269,A5512,Consultancy Services,ACT947,Activity ACT947,F1-20,Future 1 F1-20,F2-29,Future 2 F2-29,Revenue,Project Ledger,66996.99,7198.08,29680.49,1178.76,E392-BG269-8450155-A5512-F1-20-F2-29
Feb,2023,Q1,2,Feb,Capital,2024-03-28,N,86764.16,23256.81,343078.36,20133.56,363211.92,75491.32,53686.67999999999,234033.92,E313,Entity E313,VC Office,8450183,Cost Center 8450183,BG160,Budget Group BG160,A4614,Travel Expenses,ACT318,Activity ACT318,F1-21,Future 1 F1-21,F2-55,Future 2 F2-55,Expense,Project Ledger,86764.16,23256.81,16610.34,5651.55,E313-BG160-8450183-A4614-F1-21-F2-55
May,2023,Q2,5,May,Capital,2024-02-15,Y,23405.78,4978.1,207400.03,32711.79,240111.82,128127.73,6266.489999999991,105717.6,E391,Entity E391,DVC-CEC,8450419,Cost Center 8450419,BG730,Budget Group BG730,A1382,Salary and Wages,ACT116,Activity ACT116,F1-84,Future 1 F1-84,F2-39,Future 2 F2-39,Expense,General Ledger,23405.78,4978.1,18587.05,20265.97,E391-BG730-8450419-A1382-F1-84-F2-39
Nov,2023,Q4,11,Nov,Operational,2024-10-28,Y,1351.73,16217.07,493965.91,3799.68,497765.58999999997,337877.42,131734.64,28153.53,E765,Entity E765,DVC-Support Services,8450259,Cost Center 8450259,BG474,Budget Group BG474,A4641,Travel Expenses,ACT162,Activity ACT162,F1-37,Future 1 F1-37,F2-74,Future 2 F2-74,Revenue,Project Ledger,1351.73,16217.07,11702.58,5836.44,E765-BG474-8450259-A4641-F1-37-F2-74
May,2023,Q2,5,May,Manpower,2024-05-16,Y,51466.95,10570.06,377628.93,25958.15,403587.08,120292.19,163591.64,119703.25,E304,Entity E304,DVC-CEC,8450422,Cost Center 8450422,BG436,Budget Group BG436,A3022,IT Equipment,ACT571,Activity ACT571,F1-76,Future 1 F1-76,F2-39,Future 2 F2-39,Revenue,General Ledger,51466.95,10570.06,17664.31,2676.67,E304-BG436-8450422-A3022-F1-76-F2-39
Jun,2024,Q2,6,Jun,Capital,2024-12-03,Y,56115.02,68743.69,230167.31,4736.95,234904.26,229236.22,4045.5100000000093,1622.53,E483,Entity E483,DVC-CEC,8450493,Cost Center 8450493,BG898,Budget Group BG898,A5092,Consultancy Services,ACT787,Activity ACT787,F1-56,Future 1 F1-56,F2-87,Future 2 F2-87,Revenue,General Ledger,56115.02,68743.69,1848.24,4874.95,E483-BG898-8450493-A5092-F1-56-F2-87
Oct,2024,Q4,10,Oct,Manpower,2024-04-16,Y,30139.18,62598.39,160217.84,23452.0,183669.84,92647.61,37767.139999999985,53255.09,E158,Entity E158,DVC-Support Services,8450273,Cost Center 8450273,BG870,Budget Group BG870,A5311,Consultancy Services,ACT282,Activity ACT282,F1-66,Future 1 F1-66,F2-26,Future 2 F2-26,Expense,Project Ledger,30139.18,62598.39,13013.35,10673.79,E158-BG870-8450273-A5311-F1-66-F2-26
May,2025,Q2,5,May,Capital,2024-01-21,N,54340.59,30476.09,172723.39,4295.52,177018.91,126412.59,40675.630000000005,9930.69,E936,Entity E936,VC Office,8450177,Cost Center 8450177,BG605,Budget Group BG605,A2074,Office Supplies,ACT792,Activity ACT792,F1-13,Future 1 F1-13,F2-88,Future 2 F2-88,Expense,Project Ledger,54340.59,30476.09,9288.95,19912.03,E936-BG605-8450177-A2074-F1-13-F2-88
Feb,2023,Q1,2,Feb,Capital,2024-10-17,N,19344.72,21037.21,109218.84,44837.33,154056.16999999998,32460.66,93928.40999999999,27667.1,E516,Entity E516,,8450209,Cost Center 8450209,BG288,Budget Group BG288,A5483,Consultancy Services,ACT340,Activity ACT340,F1-23,Future 1 F1-23,F2-42,Future 2 F2-42,Revenue,Project Ledger,19344.72,21037.21,21238.43,16722.74,E516-BG288-8450209-A5483-F1-23-F2-42
Apr,2023,Q2,4,Apr,Capital,2024-08-16,Y,19510.88,89261.13,283459.96,33848.84,317308.80000000005,157778.9,144535.54000000004,14994.36,E858,Entity E858,DVC-CEC,8450425,Cost Center 8450425,BG550,Budget Group BG550,A4520,Travel Expenses,ACT855,Activity ACT855,F1-70,Future 1 F1-70,F2-28,Future 2 F2-28,Revenue,General Ledger,19510.88,89261.13,25366.54,18328.78,E858-BG550-8450425-A4520-F1-70-F2-28
Dec,2023,Q4,12,Dec,Capital,2024-11-28,N,83662.02,65078.83,345667.54,16707.15,362374.69,296387.77,63455.409999999974,2531.51,E179,Entity E179,VC Office,8450140,Cost Center 8450140,BG211,Budget Group BG211,A1864,Salary and Wages,ACT816,Activity ACT816,F1-61,Future 1 F1-61,F2-19,Future 2 F2-19,Revenue,Project Ledger,83662.02,65078.83,16325.49,240.24,E179-BG211-8450140-A1864-F1-61-F2-19
Feb,2024,Q1,2,Feb,Capital,2024-03-27,Y,40364.67,67866.01,268358.61,48070.88,316429.49,189629.08,24411.880000000005,102388.53,E802,Entity E802,DVC-Support Services,8450298,Cost Center 8450298,BG762,Budget Group BG762,A7429,Training and Development,ACT707,Activity ACT707,F1-65,Future 1 F1-65,F2-62,Future 2 F2-62,Expense,General Ledger,40364.67,67866.01,25509.53,6385.5,E802-BG762-8450298-A7429-F1-65-F2-62
