PO Number,Unique ID,Department,Account No.,Activity Detailed Description,Purchase Type,Supplier,Item Category,Total Approved,Actual Spent,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24
PO-000322,ECAE-PP-2025-1322,Information Technology,417308,IT Manpower Service,Urgent,Emirates Services,8011.1600 - Outsourcing Services,206183.69,206183.69,29035.07,16010.64,28787.01,19092.79,27359.47,12778.41,32487.47,22926.21,20463.41,12108.37,32205.34,11605.89
PO-000323,ECAE-PP-2025-1323,Finance,419446,Consulting Service,Urgent,NextGen Solutions,8014.3300 - Consulting,131973.66,131973.66,2631.61,7787.74,7687.33,3321.42,14664.7,3840.42,17119.98,5483.05,6319.06,7560.51,3359.89,9551.91
PO-000324,ECAE-PP-2025-1324,Information Technology,415770,Consulting Service,Regular,ABC Corp,8014.3300 - Consulting,116439.99,116439.99,1095.17,10855.74,5379.61,7170.33,8919.02,15032.42,9760.18,9211.96,5860.27,10477.12,4820.44,5065.02
PO-000325,ECAE-PP-2025-1325,Academic Services,412540,Training Service,Urgent,NextGen Solutions,8012.1100 - Training Services,66405.39,66405.39,2624.49,3581.95,3232.78,8828.06,1895.1,6734.3,568.37,6081.93,707.37,1946.53,1250.91,3837.41
PO-000326,ECAE-PP-2025-1326,Academic Services,418435,Training Service,Regular,ABC Corp,8012.1100 - Training Services,128316.21,128316.21,20987.57,6410.05,5964.61,20813.85,15574.03,12517.2,14955.75,15182.51,16324.73,1436.91,8828.83,6311.67
PO-000327,ECAE-PP-2025-1327,Information Technology,412594,Training Service,Urgent,Emirates Services,8012.1100 - Training Services,238701.79,238701.79,39300.23,19160.31,34102.15,33420.93,32315.38,18261.37,35643.2,14611.42,16247.11,10172.88,17826.45,39246.56
PO-000328,ECAE-PP-2025-1328,Academic Services,415722,Consulting Service,Urgent,GWA,8014.3300 - Consulting,220947.9,220947.9,12103.79,36292.1,32250.09,10914.93,18704.94,8500.62,18946.43,25163.47,3149.28,32041.76,21864.48,36441.78
PO-000329,ECAE-PP-2025-1329,Facilities,415969,Training Service,Regular,ABC Corp,8012.1100 - Training Services,124757.05,124757.05,17649.25,20721.14,20505.45,4913.37,7037.24,5710.9,4151.91,3121.75,10640.61,18141.73,12265.02,18145.16
PO-000330,ECAE-PP-2025-1330,Academic Services,417462,Consulting Service,Regular,NextGen Solutions,8014.3300 - Consulting,89738.24,89738.24,9825.6,9473.19,1647.93,8603.83,4104.7,4408.58,1417.49,9510.28,8731.66,3294.48,3934.08,11561.29
PO-000331,ECAE-PP-2025-1331,HR,414442,IT Manpower Service,Framework,GlobalTech,8011.1600 - Outsourcing Services,174525.47,174525.47,2443.79,2322.88,24186.4,18314.25,8119.13,22024.4,3948.21,18768.57,28781.75,4363.71,4128.83,13608.17
PO-000332,ECAE-PP-2025-1332,Academic Services,418571,Training Service,Regular,Emirates Services,8012.1100 - Training Services,135947.59,135947.59,18903.22,18247.87,114.29,10850.43,957.21,6960.21,18213.29,21390.27,5484.73,485.45,9116.11,7593.1
PO-000333,ECAE-PP-2025-1333,HR,417830,Training Service,Regular,ABC Corp,8012.1100 - Training Services,197521.54,197521.54,2662.32,31811.09,6151.41,11754.4,15833.16,29302.9,23786.23,4767.79,14439.27,17872.8,23114.16,18824.27
PO-000334,ECAE-PP-2025-1334,HR,415631,Utilities,Urgent,ABC Corp,8015.4400 - Utilities,199128.32,199128.32,21363.09,4227.39,15188.26,15538.75,26625.56,30405.66,2729.44,10422.29,9904.58,33056.9,18559.66,29199.89
PO-000335,ECAE-PP-2025-1335,HR,414862,Consulting Service,Urgent,Emirates Services,8014.3300 - Consulting,231329.82,231329.82,21206.07,5851.16,7090.76,17922.77,13213.93,16992.74,17767.17,5400.63,6985.95,32700.99,6273.61,25674.31
PO-000336,ECAE-PP-2025-1336,Information Technology,417993,Utilities,Framework,NextGen Solutions,8015.4400 - Utilities,86324.26000000001,86324.26000000001,5214.7,13188.5,5192.89,6025.86,10950.69,11421.18,1209.83,10129.72,6942.94,1925.81,3808.49,647.94
PO-000337,ECAE-PP-2025-1337,Academic Services,417176,Maintenance Contract,Regular,Emirates Services,8013.2200 - Maintenance Services,99983.3,99983.3,13929.11,11362.56,2404.36,16449.84,12841.87,12001.95,3609.66,15083.42,7897.36,4960.1,10912.07,3528.61
PO-000338,ECAE-PP-2025-1338,Academic Services,412012,Consulting Service,Regular,Emirates Services,8014.3300 - Consulting,135866.69,135866.69,17339.37,4459.03,19623.93,504.06,12049.83,17586.83,5388.21,16022.15,16323.65,14443.62,8248.3,17777.36
PO-000339,ECAE-PP-2025-1339,Academic Services,417215,Training Service,Regular,GWA,8012.1100 - Training Services,226449.18,226449.18,20053.87,1246.8,37171.72,31134.75,23943.26,2293.0,2825.71,20568.14,10758.77,23505.03,22576.7,31651.99
PO-000340,ECAE-PP-2025-1340,HR,413139,IT Manpower Service,Framework,ABC Corp,8011.1600 - Outsourcing Services,205639.19,205639.19,18934.25,1382.78,25780.71,28422.23,31089.89,18704.05,15511.37,30028.02,13664.62,22464.13,21090.43,12755.15
PO-000341,ECAE-PP-2025-1341,HR,413921,Utilities,Framework,NextGen Solutions,8015.4400 - Utilities,128505.52999999998,128505.52999999998,3160.74,10461.05,20643.98,17915.57,15492.72,11088.64,8444.41,9668.64,16376.1,11871.73,16377.04,20772.34
PO-000342,ECAE-PP-2025-1342,Information Technology,411442,Maintenance Contract,Urgent,Emirates Services,8013.2200 - Maintenance Services,92705.04,92705.04,13218.95,2657.26,2395.08,6077.0,3483.09,10444.68,1306.49,6855.84,4331.74,9199.47,12315.32,14269.83
PO-000343,ECAE-PP-2025-1343,Facilities,416918,IT Manpower Service,Urgent,Emirates Services,8011.1600 - Outsourcing Services,240429.39,240429.39,27194.96,29231.41,10137.93,6820.03,28926.05,11960.59,8913.36,8599.7,5946.66,17103.17,10456.62,35818.59
PO-000344,ECAE-PP-2025-1344,Academic Services,412124,Maintenance Contract,Framework,GWA,8013.2200 - Maintenance Services,74447.35999999999,74447.35999999999,573.23,5814.39,7278.93,554.33,1122.69,6024.34,9916.14,7792.27,1299.23,11012.53,11383.62,4032.03
PO-000345,ECAE-PP-2025-1345,Information Technology,413895,Training Service,Urgent,GlobalTech,8012.1100 - Training Services,169866.5,169866.5,4179.1,25638.94,16353.44,19430.16,23185.67,17978.61,18153.21,20656.37,1478.87,10820.79,27261.78,7302.44
PO-000346,ECAE-PP-2025-1346,Facilities,415197,Utilities,Urgent,ABC Corp,8015.4400 - Utilities,215313.75,215313.75,25599.47,17025.9,9688.65,23816.54,13326.39,7857.26,14663.91,27390.42,17074.14,10760.82,29852.13,31638.34
PO-000347,ECAE-PP-2025-1347,Facilities,419705,Consulting Service,Framework,Emirates Services,8014.3300 - Consulting,188877.48,188877.48,9983.07,30655.19,21002.58,13403.32,27645.04,21503.08,20081.92,22934.07,23241.16,15518.91,13199.63,28623.84
PO-000348,ECAE-PP-2025-1348,Information Technology,416665,Consulting Service,Urgent,NextGen Solutions,8014.3300 - Consulting,67631.3,67631.3,2623.54,5824.02,9986.39,9772.07,10593.74,5456.83,4627.86,7504.68,4697.68,472.79,8114.87,3167.22
PO-000349,ECAE-PP-2025-1349,Academic Services,414501,Training Service,Framework,GlobalTech,8012.1100 - Training Services,194741.0,194741.0,9393.71,22027.49,16518.07,7216.02,16806.81,2239.31,11269.41,16969.61,7412.96,21427.62,1681.65,15735.39
PO-000350,ECAE-PP-2025-1350,HR,415501,Training Service,Framework,GlobalTech,8012.1100 - Training Services,239894.32,239894.32,21658.34,23957.4,17796.1,5822.98,22130.38,39080.71,31473.57,29886.77,25721.02,13910.22,6781.62,8978.11
PO-000351,ECAE-PP-2025-1351,HR,411905,Consulting Service,Urgent,GlobalTech,8014.3300 - Consulting,103671.02,103671.02,8981.31,5510.48,9245.46,6046.79,3048.46,9589.05,835.94,631.97,1115.73,11621.71,7032.12,8537.57
PO-000352,ECAE-PP-2025-1352,Facilities,411309,Maintenance Contract,Regular,ABC Corp,8013.2200 - Maintenance Services,117679.58,117679.58,2006.23,13795.14,11170.55,15876.47,4619.39,15525.16,5726.01,2208.27,2646.15,4335.68,13384.66,4784.89
PO-000353,ECAE-PP-2025-1353,Facilities,413299,IT Manpower Service,Regular,GlobalTech,8011.1600 - Outsourcing Services,231574.38,231574.38,35785.69,4486.17,30025.96,22317.1,22597.91,30083.52,8600.85,20496.07,12325.65,3647.77,4055.62,5267.22
PO-000354,ECAE-PP-2025-1354,Information Technology,413960,IT Manpower Service,Regular,NextGen Solutions,8011.1600 - Outsourcing Services,185713.16,185713.16,18921.32,9580.88,4924.65,22394.3,27999.98,5682.28,28497.78,4338.94,22770.35,29696.93,4561.45,13466.99
PO-000355,ECAE-PP-2025-1355,HR,412847,IT Manpower Service,Urgent,ABC Corp,8011.1600 - Outsourcing Services,153304.62,153304.62,6545.12,20333.53,18363.81,5764.64,21.37,17015.19,4016.02,24451.99,15443.07,21709.26,20584.25,14252.16
PO-000356,ECAE-PP-2025-1356,Academic Services,417050,IT Manpower Service,Urgent,NextGen Solutions,8011.1600 - Outsourcing Services,197783.44,197783.44,27643.02,3461.19,11887.56,22926.13,29581.54,11053.35,19990.58,12316.95,6687.75,10736.93,20961.82,23613.34
PO-000357,ECAE-PP-2025-1357,Information Technology,413716,Utilities,Regular,NextGen Solutions,8015.4400 - Utilities,195371.24,195371.24,13511.09,29819.14,19902.64,9586.17,18380.01,32306.24,27660.34,9158.99,31029.98,31958.24,7527.23,29162.16
PO-000358,ECAE-PP-2025-1358,Information Technology,413637,Training Service,Urgent,GlobalTech,8012.1100 - Training Services,193193.7,193193.7,31365.48,2003.94,29714.74,2665.06,10860.26,24554.09,25019.77,23370.7,1259.38,4281.37,30145.19,2622.97
PO-000359,ECAE-PP-2025-1359,Academic Services,413386,IT Manpower Service,Regular,GWA,8011.1600 - Outsourcing Services,238706.98,238706.98,24513.44,3976.46,22153.82,33420.7,37260.33,11073.16,11487.35,10770.88,6104.93,17135.73,31209.7,28330.09
PO-000360,ECAE-PP-2025-1360,HR,419105,Training Service,Regular,GWA,8012.1100 - Training Services,87532.94,87532.94,928.7,6181.78,7770.24,289.95,7521.8,5744.49,11286.57,12108.09,9992.87,6907.74,3153.35,12358.41
PO-000361,ECAE-PP-2025-1361,Finance,416074,Maintenance Contract,Regular,GlobalTech,8013.2200 - Maintenance Services,117823.02,117823.02,15344.07,11835.33,13942.17,12118.75,3511.87,10669.98,5559.31,11198.85,2464.53,4555.15,15881.02,7958.37
PO-000362,ECAE-PP-2025-1362,Finance,414617,Utilities,Urgent,Emirates Services,8015.4400 - Utilities,128340.39,128340.39,8914.4,15786.96,5825.55,9324.5,19866.18,6327.65,16999.11,3375.71,3814.31,9757.14,5007.46,19315.83
PO-000363,ECAE-PP-2025-1363,Facilities,412823,Consulting Service,Urgent,Emirates Services,8014.3300 - Consulting,201153.17,201153.17,6755.85,19.94,32306.26,14782.36,438.17,299.67,9667.17,467.27,12555.8,2110.05,1315.93,22441.36
PO-000364,ECAE-PP-2025-1364,HR,414891,Training Service,Regular,NextGen Solutions,8012.1100 - Training Services,125862.07,125862.07,6601.46,16785.58,3667.91,15865.27,10496.95,1717.76,20340.96,15401.52,5456.0,12203.45,18877.96,19525.55
PO-000365,ECAE-PP-2025-1365,Finance,417074,Utilities,Regular,Emirates Services,8015.4400 - Utilities,238532.94,238532.94,13947.21,5709.94,23675.73,25702.12,16879.13,27496.76,29684.7,31131.0,19969.11,31472.07,1012.83,27049.81
PO-000366,ECAE-PP-2025-1366,HR,414180,Training Service,Regular,GWA,8012.1100 - Training Services,141633.34,141633.34,23537.55,11775.81,7543.28,11882.47,6224.57,716.98,20997.65,10123.82,17772.45,22927.02,14932.58,16325.99
PO-000367,ECAE-PP-2025-1367,Information Technology,416804,Utilities,Urgent,GlobalTech,8015.4400 - Utilities,177785.31999999998,177785.31999999998,19454.08,4681.89,16220.86,17436.1,20974.39,17894.03,2872.88,20409.72,644.4,11565.2,12357.94,3455.86
PO-000368,ECAE-PP-2025-1368,HR,417942,Maintenance Contract,Urgent,NextGen Solutions,8013.2200 - Maintenance Services,242173.27,242173.27,36177.24,7240.75,19229.79,25502.05,20977.14,18176.78,39290.96,38021.76,24679.69,17742.25,30488.89,20703.18
PO-000369,ECAE-PP-2025-1369,Finance,416690,IT Manpower Service,Regular,Emirates Services,8011.1600 - Outsourcing Services,224741.24,224741.24,6490.08,32104.85,21624.38,2224.03,11269.86,23086.08,12566.72,19221.99,34061.87,13111.25,12580.75,30705.53
PO-000370,ECAE-PP-2025-1370,Facilities,416107,IT Manpower Service,Regular,GWA,8011.1600 - Outsourcing Services,76734.87,76734.87,636.78,10549.72,4161.59,1387.91,10664.92,9750.41,8744.69,11654.09,6256.78,1637.73,784.57,4072.59
PO-000371,ECAE-PP-2025-1371,Information Technology,411603,IT Manpower Service,Framework,Emirates Services,8011.1600 - Outsourcing Services,127154.29,127154.29,7969.46,19863.03,9975.35,11346.74,15841.64,4461.7,20750.5,16548.78,3419.89,2353.83,19813.91,14517.37
PO-000372,ECAE-PP-2025-1372,Information Technology,413447,Maintenance Contract,Regular,Emirates Services,8013.2200 - Maintenance Services,136533.02000000002,136533.02000000002,21795.8,4323.22,6684.97,4359.2,466.39,6140.12,1057.39,3519.94,8253.01,471.52,17133.91,18104.03
PO-000373,ECAE-PP-2025-1373,Information Technology,418709,Maintenance Contract,Framework,Emirates Services,8013.2200 - Maintenance Services,233118.2,233118.2,29020.93,11856.75,18455.54,3789.69,6725.26,2392.2,21764.13,24293.36,35594.02,21065.52,10125.54,2310.73
PO-000374,ECAE-PP-2025-1374,Academic Services,419787,Training Service,Framework,GWA,8012.1100 - Training Services,137873.05,137873.05,16910.03,6830.39,17381.12,8896.58,11803.66,11575.72,21959.4,3531.05,21566.92,12913.85,22833.81,13170.05
PO-000375,ECAE-PP-2025-1375,Academic Services,417493,IT Manpower Service,Framework,GWA,8011.1600 - Outsourcing Services,213540.57,213540.57,15669.59,34156.31,27371.12,25570.2,17494.8,15779.87,18739.9,10450.43,32191.59,28270.3,28521.75,15415.98
PO-000376,ECAE-PP-2025-1376,Academic Services,415483,IT Manpower Service,Framework,GWA,8011.1600 - Outsourcing Services,174187.43,174187.43,6456.29,19679.14,13183.45,16116.63,27076.86,15431.67,8861.1,6410.51,25895.66,28645.85,7311.0,20958.63
PO-000377,ECAE-PP-2025-1377,Information Technology,416581,IT Manpower Service,Framework,ABC Corp,8011.1600 - Outsourcing Services,140640.03999999998,140640.03999999998,15379.35,14990.49,8983.49,10973.78,20039.28,3867.18,5427.94,12009.5,9604.44,13463.3,21584.48,21496.88
PO-000378,ECAE-PP-2025-1378,Academic Services,417521,Utilities,Urgent,ABC Corp,8015.4400 - Utilities,177903.55,177903.55,12982.47,18695.41,21324.97,19135.06,3533.78,9024.0,21750.63,26098.16,1399.11,1252.12,19077.32,16249.89
PO-000379,ECAE-PP-2025-1379,HR,411173,Utilities,Urgent,GlobalTech,8015.4400 - Utilities,90851.03,90851.03,5573.27,6249.18,300.96,5766.4,11559.15,7807.08,9948.88,8427.22,1597.33,5029.28,10511.97,8296.8
PO-000380,ECAE-PP-2025-1380,Information Technology,418043,Training Service,Urgent,Emirates Services,8012.1100 - Training Services,245289.5,245289.5,34390.07,27799.58,18428.54,33770.47,29303.16,37349.13,3139.99,20815.16,28892.97,8482.65,13373.44,17128.41
PO-000381,ECAE-PP-2025-1381,HR,411654,IT Manpower Service,Regular,NextGen Solutions,8011.1600 - Outsourcing Services,114909.53,114909.53,9549.82,11794.88,5947.48,4975.37,9267.16,12632.54,854.01,5622.56,15078.24,9273.0,18228.98,16614.8
PO-000382,ECAE-PP-2025-1382,Facilities,419586,IT Manpower Service,Urgent,GlobalTech,8011.1600 - Outsourcing Services,99983.14,99983.14,8400.26,6685.13,12009.12,15897.89,8660.02,4755.86,14533.81,10073.96,9223.19,3142.38,676.41,7688.79
PO-000383,ECAE-PP-2025-1383,Academic Services,418696,Training Service,Urgent,Emirates Services,8012.1100 - Training Services,87141.0,87141.0,161.27,6544.97,5477.16,13757.17,1045.98,11276.33,5597.59,12048.98,7187.79,11916.56,6780.27,5836.41
PO-000384,ECAE-PP-2025-1384,Finance,414185,Consulting Service,Regular,ABC Corp,8014.3300 - Consulting,183084.9,183084.9,10177.96,7977.77,8887.73,28602.54,14733.49,13263.88,17267.9,28401.41,9408.73,5517.57,18170.9,15003.04
PO-000385,ECAE-PP-2025-1385,Information Technology,418728,Maintenance Contract,Regular,ABC Corp,8013.2200 - Maintenance Services,134520.26,134520.26,2245.36,20859.84,2407.75,19499.97,17695.49,903.12,489.82,11981.01,22356.72,19703.41,6950.78,8661.07
PO-000386,ECAE-PP-2025-1386,Finance,412840,Training Service,Framework,GWA,8012.1100 - Training Services,71156.79,71156.79,5993.39,7689.92,10287.95,7275.95,7822.51,7280.0,6299.51,2039.5,3980.96,8219.9,5045.92,4816.47
PO-000387,ECAE-PP-2025-1387,HR,416389,Consulting Service,Framework,NextGen Solutions,8014.3300 - Consulting,111564.83,111564.83,1510.89,4764.69,13268.77,2880.58,9732.09,4558.02,9516.66,13945.81,4945.69,6468.88,13443.57,10158.69
PO-000388,ECAE-PP-2025-1388,Academic Services,416921,Utilities,Regular,ABC Corp,8015.4400 - Utilities,231608.79,231608.79,22374.55,17536.01,443.98,27696.86,2985.75,11170.99,37122.81,5991.45,12035.33,35989.67,13035.09,12687.34
PO-000389,ECAE-PP-2025-1389,HR,411404,Training Service,Framework,Emirates Services,8012.1100 - Training Services,69615.56,69615.56,9290.56,10968.68,8679.26,2017.08,4541.0,8810.99,10522.69,11586.35,5935.43,9543.42,541.05,3316.31
PO-000390,ECAE-PP-2025-1390,Facilities,416592,Training Service,Framework,NextGen Solutions,8012.1100 - Training Services,246050.24,246050.24,16766.09,27296.05,39202.64,21196.22,38551.14,26363.76,19803.32,26416.38,24709.23,17293.12,23065.58,28839.08
PO-000391,ECAE-PP-2025-1391,Information Technology,413883,Training Service,Regular,ABC Corp,8012.1100 - Training Services,91198.24,91198.24,14139.13,11233.7,10990.36,4681.49,13501.8,14393.45,14170.12,589.79,9185.95,9776.83,4484.9,15084.37
PO-000392,ECAE-PP-2025-1392,Academic Services,413620,IT Manpower Service,Regular,ABC Corp,8011.1600 - Outsourcing Services,134547.15,134547.15,1357.28,12343.6,6623.21,4317.74,6986.11,18295.89,1297.38,14536.33,20481.89,10047.45,20216.02,20334.57
PO-000393,ECAE-PP-2025-1393,Facilities,418248,Utilities,Urgent,NextGen Solutions,8015.4400 - Utilities,77911.87,77911.87,7649.2,4130.23,10790.68,10387.55,12965.49,3343.76,802.51,5752.54,1083.02,2317.87,7756.13,7689.0
PO-000394,ECAE-PP-2025-1394,Information Technology,416909,Training Service,Urgent,GlobalTech,8012.1100 - Training Services,93920.25,93920.25,4984.09,14814.38,13768.05,3661.58,15112.88,13361.11,15418.83,10612.18,14569.01,10802.29,13385.1,9555.28
PO-000395,ECAE-PP-2025-1395,Finance,417142,Consulting Service,Urgent,Emirates Services,8014.3300 - Consulting,63652.3,63652.3,10193.91,1969.04,1177.21,6380.51,4053.81,3604.52,7788.41,1591.45,8258.35,3813.3,10468.02,8579.76
PO-000396,ECAE-PP-2025-1396,Information Technology,412082,Utilities,Urgent,NextGen Solutions,8015.4400 - Utilities,195908.96,195908.96,13744.74,12022.31,9277.35,9364.38,26141.72,8371.17,7253.92,22791.38,9386.1,428.74,30423.56,10238.33
PO-000397,ECAE-PP-2025-1397,Academic Services,419455,Utilities,Regular,ABC Corp,8015.4400 - Utilities,53553.06,53553.06,739.53,2595.44,6484.63,7893.05,412.46,1655.14,3462.06,3222.06,2575.24,2162.72,2397.92,1190.89
PO-000398,ECAE-PP-2025-1398,Information Technology,413453,Maintenance Contract,Regular,ABC Corp,8013.2200 - Maintenance Services,171846.26,171846.26,12390.56,45.56,23993.13,17175.01,4827.69,863.23,8348.36,26575.65,26736.16,8907.46,23941.94,12654.91
PO-000399,ECAE-PP-2025-1399,Facilities,412962,Utilities,Framework,GlobalTech,8015.4400 - Utilities,141392.8,141392.8,21783.18,23175.7,9322.81,16879.58,13693.72,17018.83,3632.68,8641.92,1479.87,14450.72,21838.03,13203.34
PO-000400,ECAE-PP-2025-1400,Facilities,418737,Training Service,Regular,NextGen Solutions,8012.1100 - Training Services,101717.12,101717.12,9693.37,7583.75,11522.44,16656.13,6120.24,10455.05,14654.16,1575.37,13566.45,4058.94,9159.22,16808.78
PO-000401,ECAE-PP-2025-1401,Finance,415269,Utilities,Framework,Emirates Services,8015.4400 - Utilities,152770.97,152770.97,11079.11,15661.97,7156.81,12096.3,19214.4,12527.64,21571.19,18154.98,1969.72,15451.14,15597.9,9698.37
PO-000402,ECAE-PP-2025-1402,Academic Services,417693,Maintenance Contract,Framework,ABC Corp,8013.2200 - Maintenance Services,197915.91,197915.91,5347.23,15534.37,24369.21,9461.69,30372.32,29306.91,3422.44,903.81,32209.44,31550.27,13929.51,1667.88
PO-000403,ECAE-PP-2025-1403,Facilities,416119,Training Service,Regular,GlobalTech,8012.1100 - Training Services,198729.04,198729.04,28672.42,11740.53,14887.22,15580.37,10738.79,24622.09,17292.78,30271.59,21539.27,7018.33,5458.71,12333.93
PO-000404,ECAE-PP-2025-1404,Facilities,415865,Consulting Service,Framework,NextGen Solutions,8014.3300 - Consulting,50753.07,50753.07,5078.48,4935.83,5335.11,7143.9,7500.6,6236.29,667.76,8131.42,8013.89,6020.19,4376.94,2119.94
PO-000405,ECAE-PP-2025-1405,Information Technology,418828,Consulting Service,Framework,GWA,8014.3300 - Consulting,235938.22,235938.22,30147.8,13161.6,2995.15,32210.26,5577.45,14581.03,27811.38,32126.37,33911.48,20857.61,18712.72,33358.41
PO-000406,ECAE-PP-2025-1406,Facilities,419200,Consulting Service,Regular,Emirates Services,8014.3300 - Consulting,112370.37,112370.37,6445.86,11873.19,2151.38,1094.19,17428.3,14967.52,5210.65,11963.55,11096.43,13915.4,16093.21,6700.12
PO-000407,ECAE-PP-2025-1407,Facilities,412471,IT Manpower Service,Urgent,Emirates Services,8011.1600 - Outsourcing Services,233089.34,233089.34,18032.41,8932.07,21647.72,9860.82,36517.26,24431.04,11341.0,8380.75,27843.43,27496.51,23197.53,23864.5
PO-000408,ECAE-PP-2025-1408,Facilities,418687,Utilities,Framework,GlobalTech,8015.4400 - Utilities,197341.9,197341.9,20073.26,9714.87,10235.64,15315.97,8159.82,142.81,873.48,11766.2,4085.69,735.55,28261.64,9016.46
PO-000409,ECAE-PP-2025-1409,Facilities,411238,Consulting Service,Urgent,Emirates Services,8014.3300 - Consulting,91807.54,91807.54,4887.5,59.66,14755.71,7910.19,8760.16,10192.51,12203.09,9301.77,11662.59,6866.21,5680.98,12594.98
PO-000410,ECAE-PP-2025-1410,HR,414147,Training Service,Framework,Emirates Services,8012.1100 - Training Services,152867.48,152867.48,6737.24,3082.86,6726.14,12545.24,21239.14,13598.16,6228.42,1136.85,15846.49,10704.8,25079.28,19866.65
PO-000411,ECAE-PP-2025-1411,Academic Services,416522,Consulting Service,Urgent,NextGen Solutions,8014.3300 - Consulting,67950.98999999999,67950.98999999999,9174.58,4071.02,6018.9,4855.45,3531.69,10717.04,9024.76,1974.58,6282.14,9021.17,6566.22,5592.13
PO-000412,ECAE-PP-2025-1412,Information Technology,412209,Maintenance Contract,Urgent,GlobalTech,8013.2200 - Maintenance Services,93467.36,93467.36,286.91,9829.48,9420.7,9010.43,7389.27,13279.07,10271.02,12179.77,1799.59,777.32,444.41,2293.16
PO-000413,ECAE-PP-2025-1413,Facilities,417813,Training Service,Urgent,ABC Corp,8012.1100 - Training Services,245577.49,245577.49,29231.15,39044.21,1014.58,37722.43,22746.23,4575.84,8796.23,34878.52,20715.16,40226.32,4810.5,16883.59
PO-000414,ECAE-PP-2025-1414,Information Technology,416637,Training Service,Regular,NextGen Solutions,8012.1100 - Training Services,58860.68,58860.68,138.97,1163.66,6721.53,9455.89,6305.81,2561.65,5099.93,9564.67,5180.49,3664.15,3761.45,9486.71
PO-000415,ECAE-PP-2025-1415,Information Technology,414941,Utilities,Regular,ABC Corp,8015.4400 - Utilities,105951.36,105951.36,13491.74,16975.68,7377.41,12157.59,11222.14,6943.06,12734.0,10453.0,13419.44,3419.56,6361.87,11852.81
PO-000416,ECAE-PP-2025-1416,Finance,416981,IT Manpower Service,Framework,NextGen Solutions,8011.1600 - Outsourcing Services,112361.59,112361.59,6870.35,4302.35,9529.61,4994.01,7341.29,13396.06,2189.31,17971.42,796.43,15103.97,13569.37,5282.67
PO-000417,ECAE-PP-2025-1417,Academic Services,412821,Training Service,Framework,GWA,8012.1100 - Training Services,151297.5,151297.5,11681.47,17616.54,20662.67,2526.11,22661.19,23515.15,6537.81,12542.26,21632.4,12289.1,12153.59,15596.84
PO-000418,ECAE-PP-2025-1418,Information Technology,417740,Consulting Service,Urgent,Emirates Services,8014.3300 - Consulting,230352.84,230352.84,16661.91,8397.46,8560.74,34793.05,29980.61,1404.1,36193.15,4321.62,25067.86,21173.38,1791.87,11332.33
PO-000419,ECAE-PP-2025-1419,Facilities,415174,Maintenance Contract,Regular,NextGen Solutions,8013.2200 - Maintenance Services,207352.76,207352.76,2779.53,32945.04,6751.95,22831.49,31689.11,8566.65,32288.17,13432.13,33194.79,33569.16,6499.81,28721.38
PO-000420,ECAE-PP-2025-1420,Information Technology,415225,Consulting Service,Regular,ABC Corp,8014.3300 - Consulting,194819.5,194819.5,2043.53,22773.58,28818.31,25829.82,15904.32,8755.23,436.77,16541.85,15443.87,11177.64,18769.98,23664.55
PO-000421,ECAE-PP-2025-1421,Information Technology,413514,Training Service,Regular,GWA,8012.1100 - Training Services,99025.91,99025.91,856.05,4903.76,2434.51,14413.75,6944.73,5743.94,3596.28,13883.45,13079.13,6343.05,2795.14,15711.92
PO-000422,ECAE-PP-2025-1422,HR,412091,Maintenance Contract,Urgent,GWA,8013.2200 - Maintenance Services,154833.05000000002,154833.05000000002,7075.73,24949.19,23016.84,5516.04,3019.94,9397.14,15285.54,22377.11,24930.45,19383.89,15457.69,3672.95
PO-000423,ECAE-PP-2025-1423,Information Technology,418009,IT Manpower Service,Regular,GWA,8011.1600 - Outsourcing Services,199790.42,199790.42,15904.57,12464.06,15821.19,14026.63,28475.65,4137.88,26411.67,21821.43,11598.51,30604.63,5892.01,10332.1
PO-000424,ECAE-PP-2025-1424,Finance,416397,Training Service,Regular,ABC Corp,8012.1100 - Training Services,53141.0,53141.0,1658.65,3077.49,4213.87,2619.66,5542.14,2272.68,6840.58,4474.07,764.39,5553.22,5041.69,2998.9
PO-000425,ECAE-PP-2025-1425,Facilities,419748,Maintenance Contract,Urgent,GWA,8013.2200 - Maintenance Services,224143.18,224143.18,9750.25,9946.68,4719.47,18143.8,3592.33,10091.92,18031.61,35773.09,36005.35,27784.05,14541.29,32320.0
PO-000426,ECAE-PP-2025-1426,Finance,414426,Maintenance Contract,Regular,GWA,8013.2200 - Maintenance Services,57027.02,57027.02,2728.94,270.92,9443.58,2959.64,8333.21,4310.05,6302.68,2291.44,4779.58,2448.85,9039.58,579.26
PO-000427,ECAE-PP-2025-1427,Facilities,419302,Utilities,Urgent,GlobalTech,8015.4400 - Utilities,101906.83,101906.83,13005.54,9574.42,14406.16,4893.54,4129.07,4435.42,518.34,15296.62,16970.66,13868.2,7007.73,6011.37
PO-000428,ECAE-PP-2025-1428,Finance,414916,Training Service,Framework,NextGen Solutions,8012.1100 - Training Services,253338.79,253338.79,41063.67,211.05,27792.88,36164.62,39434.62,6079.52,29480.55,4532.62,14888.36,30904.22,14608.07,13231.66
